no,장소(영문),장소(한글),Scenario,순서,화자,내용,TTS,발음,영어,
11725,Suwon Hwaseong,수원 화성,8. Haengnidan-gil,5,Traveler,여기서 화성 성벽이 보이나요?,여기서 화성 성벽이 보이나요?,yeo-gi-seo hwa-seong seong-byeok-i bo-i-na-yo?,Can I see the Hwaseong fortress walls from here?,
11726,Suwon Hwaseong,수원 화성,8. Haengnidan-gil,6,Staff,"네, 카페 창문 너머로 성벽을 보며 커피를 마실 수 있는 곳이 많습니다.","네, 카페 창문 너머로 성벽을 보며 커피를 마실 수 있는 곳이 많습니다.","ne, ka-pe chang-mun neo-meo-ro seong-byeok-eul bo-myeo keo-pi-reul ma-sil su in-neun go-si man-seum-ni-da.","Yes, there are many places where you can drink coffee while looking at the walls through the window.",
11727,Suwon Hwaseong,수원 화성,8. Haengnidan-gil,7,Traveler,사진 찍기에 가장 좋은 스팟을 추천해 주세요.,사진 찍기에 가장 좋은 스팟을 추천해 주세요.,sa-jin ttik-gi-e ga-jang jo-eun seu-pat-eul chu-cheon-hae ju-se-yo.,Please recommend the best spot for taking photos.,
11728,Suwon Hwaseong,수원 화성,8. Haengnidan-gil,8,Staff,벽화가 그려진 골목길이나 화서문이 정면으로 보이는 곳을 추천해요.,벽화가 그려진 골목길이나 화서문이 정면으로 보이는 곳을 추천해요.,byeok-hwa-ga geu-ryeo-jin gol-mok-gil-i-na hwa-seo-mun-i jeong-myeon-eu-ro bo-i-neun go-seul chu-cheon-hae-yo.,I recommend the murals in the alleys or the spot with a direct view of Hwa-seomun Gate.,
11729,Suwon Hwaseong,수원 화성,8. Haengnidan-gil,9,Traveler,주말에는 웨이팅이 길까요?,주말에는 웨이팅이 길까요?,ju-ma-re-neun we-i-ting-i gil-kka-yo?,Will there be a long wait on weekends?,
11730,Suwon Hwaseong,수원 화성,8. Haengnidan-gil,10,Staff,"네, 인기 있는 곳은 1시간 정도 기다려야 할 수도 있으니 일찍 가보세요.","네, 인기 있는 곳은 1시간 정도 기다려야 할 수도 있으니 일찍 가보세요.","ne, in-gi in-neun go-seun han-si-gan jeong-do gi-da-ryeo-ya hal su-do it-eu-ni il-jjik ga-bo-se-yo.","Yes, you might have to wait about an hour for popular places, so try going early.",
11731,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,1,Traveler,저기 높은 곳에 있는 넓은 공터는 무엇을 하던 곳인가요?,저기 높은 곳에 있는 넓은 공터는 무엇을 하던 곳인가요?,jeo-gi no-peun go-se in-neun neol-beun gong-teo-neun mu-eot-eul ha-deon go-sin-ga-yo?,What was that large open space on the high ground used for?,
11732,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,2,Staff,군사들을 훈련시키던 '연무대' 혹은 '동장대'라고 불리는 곳입니다.,군사들을 훈련시키던 '연무대' 혹은 '동장대'라고 불리는 곳입니다.,gun-sa-deu-reul hul-ryeon-si-ki-deon 'yeon-mu-dae' hok-eun 'dong-jang-dae'-ra-go bul-ri-neun go-sim-ni-da.,It is a place called 'Yeonmudae' or 'Dongjangdae' where soldiers were trained.,
11733,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,3,Traveler,지형이 탁 트여 있어서 사방이 다 보이네요.,지형이 탁 트여 있어서 사방이 다 보이네요.,ji-hyeong-i tak tteu-yeo it-seo-seo sa-bang-i da bo-i-ne-yo.,"The terrain is wide open, so I can see in all directions.",
11734,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,4,Staff,지휘관이 군대의 움직임을 한눈에 파악하기 위해 이곳에 자리를 잡은 거죠.,지휘관이 군대의 움직임을 한눈에 파악하기 위해 이곳에 자리를 잡은 거죠.,ji-hwi-gwan-i gun-dae-ui um-jik-im-eul han-nu-ne pa-ak-ha-gi wi-hae i-go-se ja-ri-reul ja-beun geo-jyo.,Commanders positioned themselves here to oversee the movements of the troops at a glance.,
11735,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,5,Traveler,저 담벼락에 뚫린 구멍들은 용도가 무엇인가요?,저 담벼락에 뚫린 구멍들은 용도가 무엇인가요?,jeo dam-byeo-ra-ge ttul-rin gu-myeong-deu-reun yong-do-ga mu-eot-in-ga-yo?,What are those holes in the wall used for?,
11736,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,6,Staff,총이나 활을 쏘기 위한 구멍입니다. 가까운 곳과 먼 곳을 모두 겨냥할 수 있죠.,총이나 활을 쏘기 위한 구멍입니다. 가까운 곳과 먼 곳을 모두 겨냥할 수 있죠.,chong-i-na hwa-reul sso-gi wi-han gu-myeong-im-ni-da. ga-kka-un got-gwa meon got-eul mo-du gyeo-nyang-hal su it-jyo.,They are holes for firing guns or arrows. They can aim at both near and distant targets.,
11737,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,7,Traveler,성벽이 벽돌로 되어 있어서 아주 튼튼해 보여요.,성벽이 벽돌로 되어 있어서 아주 튼튼해 보여요.,seong-byeok-i byeok-dol-lo doe-eo it-seo-seo a-ju teun-teun-hae bo-ye-yo.,"The wall is made of bricks, so it looks very sturdy.",
11738,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,8,Staff,서양의 축성 기술을 도입해서 돌과 벽돌을 섞어 만든 과학적인 성벽입니다.,서양의 축성 기술을 도입해서 돌과 벽돌을 섞어 만든 과학적인 성벽입니다.,seo-yang-ui chuk-seong gi-sul-eul do-ip-hae-seo dol-gwa byeok-dol-eul seok-eo man-deun gwa-hak-jeok-in seong-byeok-im-ni-da.,"It is a scientific wall made by mixing stones and bricks, incorporating Western fortification techniques.",
11739,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,9,Traveler,여기서 화성어차를 바로 탈 수도 있나요?,여기서 화성어차를 바로 탈 수도 있나요?,yeo-gi-seo hwa-seong-eo-cha-reul ba-ro tal su-do in-na-yo?,Can I take the Hwaseong Trolley directly from here?,
11740,Suwon Hwaseong,수원 화성,9. Yeonmudae & Dongjangdae,10,Staff,"네, 연무대가 어차의 출발점이자 종점이라 이용하기 아주 편리합니다.","네, 연무대가 어차의 출발점이자 종점이라 이용하기 아주 편리합니다.","ne, yeon-mu-dae-ga eo-cha-ui chul-bal-jeom-i-ja jong-jeom-i-ra i-yong-ha-gi a-ju pyeon-ri-ham-ni-da.","Yes, Yeonmudae is both the starting point and the terminus of the trolley, so it's very convenient.",
11741,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,1,Traveler,화성에 대해 더 자세히 공부하고 싶은데 박물관이 있나요?,화성에 대해 더 자세히 공부하고 싶은데 박물관이 있나요?,hwa-seong-e dae-hae deo ja-se-hi gong-bu-ha-go sip-eun-de bang-mul-gwan-i in-na-yo?,I want to study more about Hwaseong; is there a museum?,
11742,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,2,Staff,"네, 화성행궁 근처에 '수원화성박물관'이 있습니다.","네, 화성행궁 근처에 '수원화성박물관'이 있습니다.","ne, hwa-seong-haeng-gung geun-cheo-e 'su-won-hwa-seong-bang-mul-gwan'-i it-seum-ni-da.","Yes, there is the 'Suwon Hwaseong Museum' near Hwaseong Haenggung Palace.",
11743,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,3,Traveler,성을 쌓을 때 사용한 도구들도 볼 수 있나요?,성을 쌓을 때 사용한 도구들도 볼 수 있나요?,seong-eul ssat-eul ttae sa-yong-han do-gu-deul-do bol su in-na-yo?,Can I also see the tools used when building the fortress?,
11744,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,4,Staff,"네, 정약용 선생이 고안한 '거중기'의 모형과 원리를 자세히 보실 수 있어요.","네, 정약용 선생이 고안한 '거중기'의 모형과 원리를 자세히 보실 수 있어요.","ne, jeong-yak-yong seon-saeng-i go-an-han 'geo-jung-gi'-ui mo-hyeong-gwa won-ri-reul ja-se-hi bo-sil su it-seo-yo.","Yes, you can see the model and principles of the 'Geojunggi' (traditional crane) designed by Jeong Yak-yong.",
11745,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,5,Traveler,박물관 관람 시간은 어떻게 되나요?,박물관 관람 시간은 어떻게 되나요?,bang-mul-gwan gwan-ram si-ga-neun eo-tteo-ke doe-na-yo?,What are the museum's opening hours?,
11746,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,6,Staff,오전 9시부터 오후 6시까지입니다. 매주 월요일은 휴관일이에요.,오전 9시부터 오후 6시까지입니다. 매주 월요일은 휴관일이에요.,o-jeon a-hop-si-bu-teo o-hu yeo-seot-si-kka-ji-im-ni-da. mae-ju wol-yo-il-eun hyu-gwan-il-i-e-yo.,It's open from 9 AM to 6 PM. It's closed every Monday.,
11747,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,7,Traveler,외국어 설명 가이드가 있나요?,외국어 설명 가이드가 있나요?,oe-guk-eo seol-myeong ga-i-deu-ga in-na-yo?,Is there an explanation guide in foreign languages?,
11748,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,8,Staff,"네, 영어, 중국어, 일본어 음성 안내기를 대여해 드립니다.","네, 영어, 중국어, 일본어 음성 안내기를 대여해 드립니다.","ne, yeong-eo, jung-guk-eo, il-bon-eo eum-seong an-nae-gi-reul dae-yeo-hae deul-rim-ni-da.","Yes, we rent out audio guides in English, Chinese, and Japanese.",
11749,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,9,Traveler,아이들이 역사 체험을 할 수 있는 공간도 있나요?,아이들이 역사 체험을 할 수 있는 공간도 있나요?,a-i-deul-i yeok-sa che-heom-eul hal su in-neun gong-gan-do in-na-yo?,Is there a space where children can do history experiences?,
11750,Suwon Hwaseong,수원 화성,10. Suwon Hwaseong Museum,10,Staff,"네, 어린이 체험실에서 탁본이나 퍼즐 맞추기 같은 활동을 할 수 있어요.","네, 어린이 체험실에서 탁본이나 퍼즐 맞추기 같은 활동을 할 수 있어요.","ne, eo-rin-i che-heom-sil-e-seo tak-bon-i-na peo-jeul mat-chu-gi ga-teun hwal-dong-eul hal su it-seo-yo.","Yes, activities like rubbing or solving puzzles are available in the children's experience room.",
11751,Haeinsa Temple,해인사,1. Tripitaka Koreana,1,Traveler,팔만대장경을 직접 볼 수 있는 곳이 어디인가요?,팔만대장경을 직접 볼 수 있는 곳이 어디인가요?,pal-man-dae-jang-gyeong-eul jik-jeop bol su in-neun go-si eo-di-in-ga-yo?,Where can I see the Tripitaka Koreana in person?,
11752,Haeinsa Temple,해인사,1. Tripitaka Koreana,2,Staff,절 가장 높은 곳에 있는 '장경판전'으로 올라가시면 됩니다.,절 가장 높은 곳에 있는 '장경판전'으로 올라가시면 됩니다.,jeol ga-jang no-peun go-se in-neun 'jang-gyeong-pan-jeon'-eu-ro ol-la-ga-si-myeon doem-ni-da.,"You should go up to 'Janggyeong Panjeon', located at the highest point of the temple.",
11753,Haeinsa Temple,해인사,1. Tripitaka Koreana,3,Traveler,건물 안으로 들어가서 경판을 만져볼 수 있나요?,건물 안으로 들어가서 경판을 만져볼 수 있나요?,geon-mul an-eu-ro deu-reo-ga-seo gyeong-pan-eul man-jyeo-bol su in-na-yo?,Can I go inside the building and touch the woodblocks?,
11754,Haeinsa Temple,해인사,1. Tripitaka Koreana,4,Staff,"아니요, 문화재 보호를 위해 내부는 들어갈 수 없고 창살 틈으로만 볼 수 있어요.","아니요, 문화재 보호를 위해 내부는 들어갈 수 없고 창살 틈으로만 볼 수 있어요.","a-ni-yo, mun-hwa-jae bo-ho-reul wi-hae nae-bu-neun deu-reo-gal su eop-go chang-sal teum-eu-ro-man bol su it-eo-yo.","No, for the preservation of cultural heritage, you cannot enter; you can only see them through the window slats.",
11755,Haeinsa Temple,해인사,1. Tripitaka Koreana,5,Traveler,왜 창살 틈으로만 보게 되어 있나요?,왜 창살 틈으로만 보게 되어 있나요?,wae chang-sal teum-eu-ro-man bo-ge doe-eo in-na-yo?,Why is it designed so that we can only see through the slats?,
11756,Haeinsa Temple,해인사,1. Tripitaka Koreana,6,Staff,자연 통풍을 통해 습도를 조절하는 조상들의 과학적인 설계 때문입니다.,자연 통풍을 통해 습도를 조절하는 조상들의 과학적인 설계 때문입니다.,ja-yeon tong-pung-eul tong-hae seup-do-reul jo-jeol-ha-neun jo-sang-deul-ui gwa-hak-jeok-in seol-gye ttae-mun-im-ni-da.,It’s because of the scientific design of our ancestors to control humidity through natural ventilation.,
11757,Haeinsa Temple,해인사,1. Tripitaka Koreana,7,Traveler,경판의 개수가 정말 8만 개가 넘나요?,경판의 개수가 정말 8만 개가 넘나요?,gyeong-pan-ui gae-su-ga jeong-mal pal-man gae-ga neom-na-yo?,"Are there really more than 80,000 woodblocks?",
11758,Haeinsa Temple,해인사,1. Tripitaka Koreana,8,Staff,"네, 정확히는 81,258판이며 유네스코 세계기록유산으로 등재되어 있습니다.","네, 정확히는 81,258판이며 유네스코 세계기록유산으로 등재되어 있습니다.","ne, jeong-hwak-hi-neun pal-man-cheon-i-baek-o-sip-pal-pan-i-myeo yu-ne-seu-ko se-gye-gi-rok-yu-san-eu-ro deung-jae-doe-eo it-seum-ni-da.","Yes, there are exactly 81,258 blocks, and they are listed as a UNESCO Memory of the World.",
11759,Haeinsa Temple,해인사,1. Tripitaka Koreana,9,Traveler,이 경판들은 무엇으로 만들어졌나요?,이 경판들은 무엇으로 만들어졌나요?,i gyeong-pan-deu-reun mu-eot-eu-ro man-deul-eo-jyeot-na-yo?,What are these woodblocks made of?,
11760,Haeinsa Temple,해인사,1. Tripitaka Koreana,10,Staff,주로 산벚나무와 돌배나무를 바닷물에 삶고 말려서 만들었습니다.,주로 산벚나무와 돌배나무를 바닷물에 삶고 말려서 만들었습니다.,ju-ro san-beon-na-mu-wa dol-bae-na-mu-reul ba-dat-mul-e salm-go mal-lyeo-seo man-deul-eot-seum-ni-da.,They were mainly made by boiling mountain cherry and wild pear wood in seawater and then drying them.,
11761,Haeinsa Temple,해인사,2. Templestay Inquiry,1,Traveler,여기서 템플스테이를 체험할 수 있나요?,여기서 템플스테이를 체험할 수 있나요?,yeo-gi-seo tem-peul-seu-te-i-reul che-heom-hal su in-na-yo?,Can I experience Templestay here?,
11762,Haeinsa Temple,해인사,2. Templestay Inquiry,2,Staff,"네, 당일형부터 1박 2일 휴식형까지 다양한 프로그램이 있습니다.","네, 당일형부터 1박 2일 휴식형까지 다양한 프로그램이 있습니다.","ne, dang-il-hyeong-bu-teo il-bak i-il hyu-sik-hyeong-kka-ji da-yang-han peu-ro-geu-raem-i it-seum-ni-da.","Yes, we have various programs from half-day sessions to 2-day/1-night relaxation stays.",
11763,Haeinsa Temple,해인사,2. Templestay Inquiry,3,Traveler,외국인을 위한 영어 안내 서비스도 제공되나요?,외국인을 위한 영어 안내 서비스도 제공되나요?,oe-guk-in-eul wi-han yeong-eo an-nae seo-bi-seu-do je-gong-doe-na-yo?,Is there an English guide service for foreigners?,
11764,Haeinsa Temple,해인사,2. Templestay Inquiry,4,Staff,"네, 영어가 가능한 스님이나 자원봉사자가 안내를 도와드립니다.","네, 영어가 가능한 스님이나 자원봉사자가 안내를 도와드립니다.","ne, yeong-eo-ga ga-neung-han seu-nim-i-na ja-won-bong-sa-ja-ga an-nae-reul do-wa-deu-rim-ni-da.","Yes, monks or volunteers who speak English will assist you with the guidance.",
11765,Haeinsa Temple,해인사,2. Templestay Inquiry,5,Traveler,템플스테이 기간 동안 새벽 예불에 꼭 참여해야 하나요?,템플스테이 기간 동안 새벽 예불에 꼭 참여해야 하나요?,tem-peul-seu-te-i gi-gan dong-an sae-byeok ye-bul-e kkok cham-yeo-hae-ya ha-na-yo?,Do I have to participate in the dawn service during the Templestay?,
11766,Haeinsa Temple,해인사,2. Templestay Inquiry,6,Staff,"필수는 아니지만, 산사의 고요함을 느끼기에 아주 좋은 경험이 될 거예요.","필수는 아니지만, 산사의 고요함을 느끼기에 아주 좋은 경험이 될 거예요.","pil-su-neun a-ni-ji-man, san-sa-ui go-yo-ham-eul neu-ki-gi-e a-ju jo-eun gyeong-heom-i doel geo-ye-yo.","It's not mandatory, but it will be a great experience to feel the serenity of the mountain temple.",
11767,Haeinsa Temple,해인사,2. Templestay Inquiry,7,Traveler,식사는 고기가 전혀 안 나오나요?,식사는 고기가 전혀 안 나오나요?,sik-sa-neun go-gi-ga jeon-hyeo an na-o-na-yo?,Does the meal not include any meat at all?,
11768,Haeinsa Temple,해인사,2. Templestay Inquiry,8,Staff,"네, 사찰 음식은 고기와 오신채를 사용하지 않는 채식 식단입니다.","네, 사찰 음식은 고기와 오신채를 사용하지 않는 채식 식단입니다.","ne, sa-chal eum-sik-eun go-gi-wa o-sin-chae-reul sa-yong-ha-ji an-neun chae-sik sik-dan-im-ni-da.","Yes, temple food is a vegetarian diet that does not use meat or the five pungent herbs.",
11769,Haeinsa Temple,해인사,2. Templestay Inquiry,9,Traveler,예약은 홈페이지에서 하면 되나요?,예약은 홈페이지에서 하면 되나요?,ye-yak-eun hom-pe-i-ji-e-seo ha-myeon doe-na-yo?,Should I make a reservation on the website?,
11770,Haeinsa Temple,해인사,2. Templestay Inquiry,10,Staff,"네, 해인사 템플스테이 공식 홈페이지에서 예약 가능 여부를 확인해 보세요.","네, 해인사 템플스테이 공식 홈페이지에서 예약 가능 여부를 확인해 보세요.","ne, hae-in-sa tem-peul-seu-te-i gong-sik hom-pe-i-ji-e-seo ye-yak ga-neung yeo-bu-reul hwa-gin-hae bo-se-yo.","Yes, please check the availability on the official Haeinsa Templestay website.",
11771,Haeinsa Temple,해인사,3. Haein-do Maze,1,Traveler,마당에 그려진 저 복잡한 문양은 무엇인가요?,마당에 그려진 저 복잡한 문양은 무엇인가요?,ma-dang-e geu-ryeo-jin jeo bok-jap-han mun-yang-eun mu-eot-in-ga-yo?,What is that complex pattern drawn in the courtyard?,
11772,Haeinsa Temple,해인사,3. Haein-do Maze,2,Staff,해인도'라고 합니다. 화엄경의 가르침을 형상화한 미로 같은 길이에요.,해인도'라고 합니다. 화엄경의 가르침을 형상화한 미로 같은 길이에요.,hae-in-do'-ra-go ham-ni-da. hwa-eom-gyeong-ui ga-reu-chim-eul hyeong-sang-hwa-han mi-ro ga-teun gil-i-e-yo.,It's called 'Haeindo'. It's a maze-like path that visualizes the teachings of the Avatamsaka Sutra.,
11773,Haeinsa Temple,해인사,3. Haein-do Maze,3,Traveler,저 길을 따라 걷는 특별한 방법이 있나요?,저 길을 따라 걷는 특별한 방법이 있나요?,jeo gil-eul tta-ra geot-neun teuk-byeol-han bang-beop-i in-na-yo?,Is there a special way to walk along that path?,
11774,Haeinsa Temple,해인사,3. Haein-do Maze,4,Staff,입구에서 시작해 선을 따라 한 바퀴 돌면 지혜를 얻는다고 전해집니다.,입구에서 시작해 선을 따라 한 바퀴 돌면 지혜를 얻는다고 전해집니다.,ip-gu-e-seo si-jak-hae seon-eul tta-ra han ba-kwi dol-myeon ji-hye-reul eut-neun-da-go jeon-hae-jim-ni-da.,"It is said that if you start from the entrance and walk one full circle along the lines, you will gain wisdom.",
11775,Haeinsa Temple,해인사,3. Haein-do Maze,5,Traveler,생각보다 길이 길어 보이는데 얼마나 걸릴까요?,생각보다 길이 길어 보이는데 얼마나 걸릴까요?,saeng-gak-bo-da gil-i gil-eo bo-i-neun-de eo-l-ma-na geol-ril-kka-yo?,The path looks longer than I thought; how long will it take?,
11776,Haeinsa Temple,해인사,3. Haein-do Maze,6,Staff,천천히 마음을 비우며 걸으면 10분 정도 소요됩니다.,천천히 마음을 비우며 걸으면 10분 정도 소요됩니다.,cheon-cheon-hi ma-eum-eul bi-u-myeo geol-eu-myeon sip-bun jeong-do so-yo-doem-ni-da.,"If you walk slowly while clearing your mind, it takes about 10 minutes.",
11777,Haeinsa Temple,해인사,3. Haein-do Maze,7,Traveler,중간에 멈추거나 밖으로 나가도 되나요?,중간에 멈추거나 밖으로 나가도 되나요?,jung-gan-e meom-chu-geo-na bak-eu-ro na-ga-do doe-na-yo?,Is it okay to stop in the middle or go outside?,
11778,Haeinsa Temple,해인사,3. Haein-do Maze,8,Staff,되도록 끝까지 길을 따라가는 것이 수행의 의미가 있습니다.,되도록 끝까지 길을 따라가는 것이 수행의 의미가 있습니다.,doe-do-rok kkeut-kka-ji gil-eul tta-ra-ga-neun geo-si su-haeng-ui ui-mi-ga it-seum-ni-da.,"As much as possible, following the path to the end carries the meaning of spiritual practice.",
11779,Haeinsa Temple,해인사,3. Haein-do Maze,9,Traveler,사진을 찍어도 방해가 되지 않을까요?,사진을 찍어도 방해가 되지 않을까요?,sa-jin-eul ttik-eo-do bang-hae-ga doe-ji an-eul-kka-yo?,Would taking pictures be a distraction?,
11780,Haeinsa Temple,해인사,3. Haein-do Maze,10,Staff,조용히 찍으신다면 괜찮습니다. 걷는 분들을 배려해 주세요.,조용히 찍으신다면 괜찮습니다. 걷는 분들을 배려해 주세요.,jo-yong-hi ttik-eu-sin-da-myeon gwaen-chan-eum-ni-da. geot-neun bun-deu-reul bae-ryeo-hae ju-se-yo.,It's fine if you take them quietly. Please be considerate of those who are walking.,
11781,Haeinsa Temple,해인사,4. Sound of Bell,1,Traveler,방금 들린 커다란 종소리는 어디서 나는 건가요?,방금 들린 커다란 종소리는 어디서 나는 건가요?,bang-geum deul-rin keo-da-ran jong-so-ri-neun eo-di-seo na-neun geon-ga-yo?,Where is that loud bell sound I just heard coming from?,
11782,Haeinsa Temple,해인사,4. Sound of Bell,2,Staff,범종루에서 스님들이 종을 치시는 소리입니다.,범종루에서 스님들이 종을 치시는 소리입니다.,beom-jong-ru-e-seo seu-nim-deu-ri jong-eul chi-si-neun so-ri-im-ni-da.,That's the sound of the monks striking the bell at Beomjongru.,
11783,Haeinsa Temple,해인사,4. Sound of Bell,3,Traveler,하루에 몇 번 종을 치나요?,하루에 몇 번 종을 치나요?,ha-ru-e myeot beon jong-eul chi-na-yo?,How many times a day do they strike the bell?,
11784,Haeinsa Temple,해인사,4. Sound of Bell,4,Staff,새벽 예불과 저녁 예불 시간에 맞춰서 종을 칩니다.,새벽 예불과 저녁 예불 시간에 맞춰서 종을 칩니다.,sa-byeok ye-bul-gwa jeo-nyeok ye-bul si-gan-e mat-chu-eo-seo jong-eul chim-ni-da.,They strike the bell in accordance with the dawn and evening prayer times.,
11785,Haeinsa Temple,해인사,4. Sound of Bell,5,Traveler,일반인도 종을 직접 쳐볼 수 있나요?,일반인도 종을 직접 쳐볼 수 있나요?,il-ban-in-do jong-eul jik-jeop chyeo-bol su in-na-yo?,Can ordinary people strike the bell themselves?,
11786,Haeinsa Temple,해인사,4. Sound of Bell,6,Staff,아쉽게도 범종은 스님들만 치실 수 있는 성스러운 도구입니다.,아쉽게도 범종은 스님들만 치실 수 있는 성스러운 도구입니다.,a-swip-ge-do beom-jong-eun seu-nim-deul-man chi-sil su in-neun seong-seu-reo-un do-gu-im-ni-da.,"Unfortunately, the Brahma bell is a sacred instrument that only monks can strike.",
11787,Haeinsa Temple,해인사,4. Sound of Bell,7,Traveler,종 옆에 있는 커다란 북은 무엇인가요?,종 옆에 있는 커다란 북은 무엇인가요?,jong yeop-e in-neun keo-da-ran buk-eun mu-eot-in-ga-yo?,What is that big drum next to the bell?,
11788,Haeinsa Temple,해인사,4. Sound of Bell,8,Staff,법고'라고 합니다. 땅에 사는 짐승들을 위해 치는 북이에요.,법고'라고 합니다. 땅에 사는 짐승들을 위해 치는 북이에요.,beop-go'-ra-go ham-ni-da. ttang-e sa-neun jim-seung-deu-reul wi-hae chi-neun buk-i-e-yo.,It's called 'Beopgo'. It's a drum beaten for the sake of the animals living on the earth.,
11789,Haeinsa Temple,해인사,4. Sound of Bell,9,Traveler,소리가 정말 웅장하고 마음이 편안해지네요.,소리가 정말 웅장하고 마음이 편안해지네요.,so-ri-ga jeong-mal ung-jang-ha-go ma-eum-i pyeon-an-hae-ji-ne-yo.,The sound is truly grand and makes me feel at peace.,
11790,Haeinsa Temple,해인사,4. Sound of Bell,10,Staff,종소리가 온 세상에 퍼져 모든 생명의 고통을 덜어준다는 의미가 있죠.,종소리가 온 세상에 퍼져 모든 생명의 고통을 덜어준다는 의미가 있죠.,jong-so-ri-ga on se-sang-e peo-jyeo mo-dun saeng-myeong-ui go-tong-eul deol-eo-jun-da-neun ui-mi-ga it-jyo.,The bell sound carries the meaning of spreading throughout the world to ease the suffering of all living beings.,
11791,Haeinsa Temple,해인사,5. Sorigil Trail,1,Traveler,해인사로 올라오는 이 계곡 길이 참 아름답네요. 이름이 있나요?,해인사로 올라오는 이 계곡 길이 참 아름답네요. 이름이 있나요?,hae-in-sa-ro ol-la-o-neun i gye-gok gil-i cham a-reum-dap-ne-yo. i-reum-i in-na-yo?,This valley path coming up to Haeinsa is very beautiful. Does it have a name?,
11792,Haeinsa Temple,해인사,5. Sorigil Trail,2,Staff,"네, '가야산 소리길'이라고 불리는 유명한 산책로입니다.","네, '가야산 소리길'이라고 불리는 유명한 산책로입니다.","ne, 'ga-ya-san so-ri-gil'-i-ra-go bul-ri-neun yu-myeong-han san-chaek-ro-im-ni-da.","Yes, it is a famous trail called 'Gayasan Sorigil (Sound Path)'.",
11793,Haeinsa Temple,해인사,5. Sorigil Trail,3,Traveler,왜 '소리길'이라고 부르나요?,왜 '소리길'이라고 부르나요?,wae 'so-ri-gil'-i-ra-go bu-reu-na-yo?,Why is it called 'Sorigil'?,
11794,Haeinsa Temple,해인사,5. Sorigil Trail,4,Staff,"물소리, 새소리, 바람소리 등 자연의 소리를 들으며 걷는 길이기 때문이에요.","물소리, 새소리, 바람소리 등 자연의 소리를 들으며 걷는 길이기 때문이에요.","mul-so-ri, sae-so-ri, ba-ram-so-ri deung ja-yeon-ui so-ri-reul deul-eu-myeo geot-neun gil-i-gi ttae-mun-i-e-yo.","It's because it's a path where you walk while listening to the sounds of nature, like water, birds, and the wind.",
11795,Haeinsa Temple,해인사,5. Sorigil Trail,5,Traveler,전체 구간을 다 걸으려면 시간이 얼마나 걸리나요?,전체 구간을 다 걸으려면 시간이 얼마나 걸리나요?,jeon-che gu-gan-eul da geol-eu-ryeo-myeon si-ga-ni eo-l-ma-na geol-ril-kka-yo?,How long does it take to walk the entire section?,
11796,Haeinsa Temple,해인사,5. Sorigil Trail,6,Staff,"총 7km 정도인데, 천천히 걸으면 2시간 반에서 3시간 정도 걸립니다.","총 7km 정도인데, 천천히 걸으면 2시간 반에서 3시간 정도 걸립니다.","chong chil-kil-lo-mi-teo jeong-do-in-de, cheon-cheon-hi geol-eu-myeon du-si-gan ban-e-seo se-si-gan jeong-do geol-rim-ni-da.","It's about 7km in total, so it takes about 2.5 to 3 hours if you walk slowly.",
11797,Haeinsa Temple,해인사,5. Sorigil Trail,7,Traveler,길이 험하지는 않나요? 운동화를 신었는데 괜찮을까요?,길이 험하지는 않나요? 운동화를 신었는데 괜찮을까요?,gil-i heom-ha-ji-neun an-na-yo? un-dong-hwa-reul sin-eot-neun-de gwaen-chan-eul-kka-yo?,Is the path rough? I'm wearing sneakers; will it be okay?,
11798,Haeinsa Temple,해인사,5. Sorigil Trail,8,Staff,경사가 완만하고 데크가 잘 설치되어 있어 운동화로도 충분히 가능합니다.,경사가 완만하고 데크가 잘 설치되어 있어 운동화로도 충분히 가능합니다.,gyeong-sa-ga wan-man-ha-go de-keu-ga jal seol-chi-doe-eo it-seo un-dong-hwa-ro-do chung-bun-hi ga-neung-ham-ni-da.,"The slope is gentle and the decks are well-installed, so sneakers are perfectly fine.",
11799,Haeinsa Temple,해인사,5. Sorigil Trail,9,Traveler,가을에 오면 단풍이 아주 예쁘겠어요.,가을에 오면 단풍이 아주 예쁘겠어요.,ga-eul-e o-myeon dan-pung-i a-ju ye-ppeu-get-seo-yo.,The autumn leaves must be very beautiful if I come in the fall.,
