장소타입,시나리오,대화순서,화자,중국어,한국어,병음,단어,,
zhangjiajie,1. 买票(표사기),3,  游人,我要两张成人票。,성인표 두 장 주세요.,wǒ yào liǎng zhāng chéng rén piào 。,"两张(liǎngzhāng,두 장)",,
zhangjiajie,1. 买票(표사기),4,  工作人员,一共是496元。,총 496위안입니다.,yī gòng shì 496 yuán 。,"一共(yígòng,총)",,
zhangjiajie,1. 买票(표사기),5,游人,可以用信用卡支付吗？,신용카드로 결제할 수 있나요?,kě yǐ yòng xìn yòng kǎ zhī fù ma ？,"信用卡(xìnyòngkǎ,신용카드), 支付(zhīfù,결제)",,
zhangjiajie,1. 买票(표사기),6,工作人员,可以，请在这里刷卡。,"네, 여기서 카드를 긁어주세요.",kě yǐ ， qǐng zài zhè lǐ shuā kǎ 。,"刷卡(shuākǎ,카드긁다)",,
zhangjiajie,1. 买票(표사기),7,游人,谢谢。景区地图有吗？,감사합니다. 관광지 지도 있나요?,xiè xiè 。 jǐng qū dì tú yǒu ma ？,"景区(jǐngqū,관광지), 地图(dìtú,지도)",,
zhangjiajie,1. 买票(표사기),8,工作人员,有的，免费提供。这边是入口。,"네, 무료로 제공합니다. 여기가 입구입니다.",yǒu de ， miǎn fèi tí gōng 。 zhè biān shì rù kǒu 。,"免费(miǎnfèi,무료), 入口(rùkǒu,입구)",,
zhangjiajie,2. 移动(公园内）공원내 이동,1,  游人,这辆车是去天子山索道的吗？,이 버스는 천자산 케이블카로 가는 건가요?,zhè liàng chē shì qù tiān zi shān suǒ dào de ma ？,"索道(suǒdào,케이블카), 天子山(tiānzǐshān,천자산)",,
zhangjiajie,2. 移动(公园内）공원내 이동,2,  工作人员,不是，这是去金鞭溪的。去天子山要坐3号线。,"아니요, 이건 금편계로 가는 버스입니다. 천자산은 3호선을 타야 합니다.",bú shì ， zhè shì qù jīn biān xī de 。 qù tiān zi shān yào zuò 3 hào xiàn 。,"金鞭溪(jīnbiānxī,금편계), 号线(hàoxiàn,호선)",,
zhangjiajie,2. 移动(公园内）공원내 이동,3,游人,啊，我坐错了。那3号线在哪里坐？,"아, 잘못 탔군요. 그럼 3호선은 어디서 타나요?",a ， wǒ zuò cuò le 。 nà 3 hào xiàn zài nǎ lǐ zuò ？,"坐错(zuòcuò,잘못타다)",,
zhangjiajie,2. 移动(公园内）공원내 이동,4,工作人员,在前面100米的二号停车场。,앞으로 100미터 지점의 2호 주차장입니다.,zài qián miàn 100 mǐ de èr hào tíng chē chǎng 。,"停车场(tíngchēchǎng,주차장)",,
zhangjiajie,2. 移动(公园内）공원내 이동,5,游人,大概需要多长时间能到天子山？,천자산까지 대략 얼마나 걸리나요?,dà gài xū yào duō zhǎng shí jiān néng dào tiān zi shān ？,"多长时间(duōchángshíjiān,얼마나 걸리다)",,
zhangjiajie,2. 移动(公园内）공원내 이동,6,工作人员,大约40分钟。,대략 40분 정도 걸립니다.,dà yuē 40 fēn zhōng 。,"大约(dàyuē,대략), 分钟(fēnzhōng,분)",,
zhangjiajie,2. 移动(公园内）공원내 이동,7,游人,好的，谢谢您！,"알겠습니다, 감사합니다!",hǎo de ， xiè xiè nín ！,"谢谢(xièxie,감사합니다)",,
zhangjiajie,3. 说明 (설명),1,工作人员,现在我们看到的是南天一柱，高约150米。,지금 우리가 보고 있는 것은 '남천일주'로 높이가 약 150미터입니다.,xiàn zài wǒ men kàn dào de shì nán tiān yī zhù ， gāo yuē 150 mǐ 。,"南天一柱(nántiānyīzhù,남천일주), 高(gāo,높이)",,
zhangjiajie,3. 说明 (설명),2,游人,哇，太壮观了！它有什么传说吗？,"와, 너무 장관이네요! 무슨 전설이 있나요?",wa ， tài zhuàng guān le ！ tā yǒu shén me chuán shuō ma ？,"壮观(zhuàngguān,장관), 传说(chuánshuō,전설)",,
zhangjiajie,3. 说明 (설명),3,工作人员,传说这是神仙的定海神针。据说已经有三亿八千万年的历史了。,전설에 따르면 이건 신선의 '정해신침'이라고 합니다. 약 3억 8천만 년의 역사를 가지고 있다고 합니다.,chuán shuō zhè shì shén xiān de dìng hǎi shén zhēn 。 jù shuō yǐ jīng yǒu sān yì bā qiān wàn nián de lì shǐ le 。,"神仙(shénxiān,신선), 定海神针(dìnghǎishénzhēn,정해신침), 历史(lìshǐ,역사)",,
zhangjiajie,3. 说明 (설명),4,游人,三亿八千万年！真是不可思议。可以在这里拍照吗？,3억 8천만 년! 정말 놀랍네요. 여기서 사진 찍어도 되나요?,sān yì bā qiān wàn nián ！ zhēn shì bù kě sī yì 。 kě yǐ zài zhè lǐ pāi zhào ma ？,"不可思议(bùkěsīyì,놀랍다), 拍照(pāizhào,사진찍다)",,
zhangjiajie,3. 说明 (설명),5,工作人员,当然可以，但请不要跨越安全护栏。,"물론 가능합니다만, 안전 난간을 넘지 마세요.",dāng rán kě yǐ ， dàn qǐng bú yào kuà yuè ān quán hù lán 。,"安全护栏(ānquánhùlán,안전난간), 跨越(kuàyuè,넘다)",,
zhangjiajie,3. 说明 (설명),6,游人,这些山峰是怎么形成的？,이 봉우리들은 어떻게 형성된 건가요?,zhè xiē shān fēng shì zěn me xíng chéng de ？,"山峰(shānfēng,봉우리), 形成(xíngchéng,형성되다)",,
zhangjiajie,3. 说明 (설명),7,工作人员,主要是石英砂岩经过长期的风化和侵蚀形成的。,주로 석영 사암이 오랜 기간 풍화와 침식을 거쳐 형성된 것입니다.,zhǔ yào shì shí yīng shā yán jīng guò cháng qī de fēng huà hé qīn shí xíng chéng de 。,"石英砂岩(shíyīngshāyán,석영사암), 风化(fēnghuà,풍화), 侵蚀(qīnshí,침식)",,
zhangjiajie,4. 天门洞(천문동),1,游人,这就是天门洞吗？比照片上看起来更震撼！,이것이 바로 천문동인가요? 사진으로 본 것보다 더 震撼적이네요!,zhè jiù shì tiān mén dòng ma ？ bǐ zhào piān shàng kàn qǐ lái gèng zhèn hàn ！,"天门洞(tiānméndòng,천문동), 震撼(zhènhàn,충격적인)",,
zhangjiajie,4. 天门洞(천문동),2,工作人员,是的，这个洞高131.5米，宽57米。,"네, 이 동굴은 높이 131.5미터, 너비 57미터입니다.",shì de ， zhè ge dòng gāo 131.5 mǐ ， kuān 57 mǐ 。,"洞(dòng,동굴), 宽(kuān,너비)",,
zhangjiajie,4. 天门洞(천문동),3,游人,我们要爬上去吗？看起来好高啊。,우리 올라가야 하나요? 엄청 높아 보이네요.,wǒ men yào pá shàng qù ma ？ kàn qǐ lái hǎo gāo a 。,"爬(pá,오르다)",,
zhangjiajie,4. 天门洞(천문동),4,工作人员,有两种方式，可以爬999级台阶，也可以坐扶梯。,"두 가지 방법이 있습니다. 999계단을 올라가거나, 에스컬레이터를 탈 수 있습니다.",yǒu liǎng zhǒng fāng shì ， kě yǐ pá 999 jí tái jiē ， yě kě yǐ zuò fú tī 。,"台阶(táijiē,계단), 扶梯(fútī,에스컬레이터)",,
zhangjiajie,4. 天门洞(천문동),5,游人,999级！我有点恐高，还是坐扶梯吧。,"999계단이요! 나는 높이를 좀 무서워해서, 그냥 에스컬레이터를 타겠습니다.",999 jí ！ wǒ yǒu diǎn kǒng gāo ， hái shì zuò fú tī ba 。,"恐高(kǒnggāo,고소공포증)",,
zhangjiajie,4. 天门洞(천문동),6,工作人员,好的，扶梯那边买票。看，洞那边有云雾飘进来，真像仙境。,"좋아요, 에스컬레이터 쪽에서 표를 사면 됩니다. 저기 보세요, 동굴 저쪽으로 구름이 흘러 들어오네요, 진짜 선경 같아요.",hǎo de ， fú tī nà biān mǎi piào 。 kàn ， dòng nà biān yǒu yún wù piāo jìn lái ， zhēn xiàng xiān jìng 。,"云雾(yúnwù,구름), 仙境(xiānjìng,선경)",,
zhangjiajie,4. 天门洞(천문동),7,游人,"真是""天门""啊，好像通往天堂的门。","정말 '천문(하늘의 문)'이네요, 마치 천국으로 통하는 문 같아요.","zhēn shì "" tiān mén "" a ， hǎo xiàng tōng wǎng tiān táng de mén 。","天堂(tiāntáng,천국)",,
zhangjiajie,5. 入住(체크인),1,顾客,您好，我预订了房间，名字是王明。,"안녕하세요, 방을 예약했는데, 이름은 왕명입니다.",nín hǎo ， wǒ yù dìng le fáng jiān ， míng zì shì wáng míng 。,"预订(yùdìng,예약), 房间(fángjiān,방)",,
zhangjiajie,5. 入住(체크인),2,前台,请稍等，我查一下。是的，您预订了两晚的山景房。,"잠시만 기다려주세요, 확인해 보겠습니다. 네, 2박 산전망 방을 예약하셨습니다.",qǐng shāo děng ， wǒ chá yī xià 。 shì de ， nín yù dìng le liǎng wǎn de shān jǐng fáng 。,"山景房(shānjǐngfáng,산전망방)",,
zhangjiajie,5. 入住(체크인),3,顾客,房间里有Wi-Fi吗？密码是多少？,방에 와이파이가 있나요? 비밀번호는 어떻게 되나요?,fáng jiān lǐ yǒu Wi-Fi ma ？ mì mǎ shì duō shǎo ？,"密码(mìmǎ,비밀번호)",,
zhangjiajie,5. 入住(체크인),4,前台,有的，密码是8个8。早餐在二楼，早上7点到10点。,"네, 비밀번호는 8이 8개입니다. 조식은 2층에서 오전 7시부터 10시까지입니다.",yǒu de ， mì mǎ shì 8 gè 8。 zǎo cān zài èr lóu ， zǎo shàng 7 diǎn dào 10 diǎn 。,"早餐(zǎocān,조식), 二楼(èrlóu,2층)",,
zhangjiajie,5. 入住(체크인),5,顾客,酒店有到景区的班车吗？,호텔에 관광지로 가는 셔틀버스가 있나요?,jiǔ diàn yǒu dào jǐng qū de bān chē ma ？,"班车(bānchē,셔틀버스)",,
zhangjiajie,5. 入住(체크인),6,前台,每天早上8点和9点各有一班，在前台预约就行。,"매일 아침 8시와 9시에 한 대씩 있습니다, 프론트에서 예약하시면 됩니다.",měi tiān zǎo shàng 8 diǎn hé 9 diǎn gè yǒu yī bān ， zài qián tái yù yuē jiù xíng 。,"前台(qiántái,프론트), 预约(yùyuē,예약)",,
zhangjiajie,5. 入住(체크인),7,顾客,好的，谢谢。电梯在哪儿？,"알겠습니다, 감사합니다. 엘리베이터는 어디에 있나요?",hǎo de ， xiè xiè 。 diàn tī zài nǎ ér ？,"电梯(diàntī,엘리베이터)",,
zhangjiajie,6. 餐厅(식당),1,服务员,欢迎光临！请问几位？,어서 오세요! 몇 분이세요?,huān yíng guāng lín ！ qǐng wèn jǐ wèi ？,"欢迎光临(huānyíngguānglín,어서오세요), 几位(jǐwèi,몇분)",,
zhangjiajie,6. 餐厅(식당),2,客人,两位。有靠窗的位置吗？,두 명입니다. 창가 자리 있나요?,liǎng wèi 。 yǒu kào chuāng de wèi zhì ma ？,"靠窗(kàochuāng,창가)",,
zhangjiajie,6. 餐厅(식당),3,服务员,有的，请跟我来。这是菜单。,"네, 따라오세요. 여기 메뉴판입니다.",yǒu de ， qǐng gēn wǒ lái 。 zhè shì cài dān 。,"菜单(càidān,메뉴)",,
zhangjiajie,6. 餐厅(식당),4,客人,有什么张家界的特色菜推荐吗？,장가계 특별 요리로 뭐가 있을까요?,yǒu shén me zhāng jiā jiè de tè sè cài tuī jiàn ma ？,"特色菜(tèsècài,특색요리), 推荐(tuījiàn,추천)",,
zhangjiajie,6. 餐厅(식당),5,服务员,推荐土家三下锅和岩耳炖土鸡，都是本地特色。,"토가족의 '삼하궈'와 바위이끼 토종닭찜을 추천합니다, 둘 다 지역 특색 요리입니다.",tuī jiàn tǔ jiā sān xià guō hé yán ěr dùn tǔ jī ， dōu shì běn dì tè sè 。,"土家三下锅(tǔjiāsānxiàguō,삼하궈), 岩耳(yáněr,바위이끼), 土鸡(tǔjī,토종닭)",,
zhangjiajie,6. 餐厅(식당),6,客人,土家三下锅辣吗？我不太能吃辣。,'삼하궈'는 매운가요? 저는 매운 음식을 잘 못 먹어요.,tǔ jiā sān xià guō là ma ？ wǒ bù tài néng chī là 。,"辣(là,맵다), 吃辣(chīlà,매운것먹다)",,
zhangjiajie,6. 餐厅(식당),7,服务员,可以做成微辣的。饮料要什么？,약하게 매운 정도로 만들 수 있습니다. 음료는 무엇으로 하시겠어요?,kě yǐ zuò chéng wēi là de 。 yǐn liào yào shén me ？,"微辣(wēilà,약간매운), 饮料(yǐnliào,음료)",,
zhangjiajie,6. 餐厅(식당),8,客人,来一壶菊花茶吧。先点这些。,국화차 한 주전자 주세요. 일단 이 정도로 주문할게요.,lái yī hú jú huā chá ba 。 xiān diǎn zhè xiē 。,"菊花茶(júhuāchá,국화차), 一壶(yīhú,한주전자)",,
zhangjiajie,7.缆车(케이블카),1,游人,这缆车好高啊！我有点紧张。,이 케이블카 엄청 높네요! 좀 긴장되네요.,zhè lǎn chē hǎo gāo a ！ wǒ yǒu diǎn jǐn zhāng 。,"缆车(lǎnchē,케이블카), 紧张(jǐnzhāng,긴장)",,
zhangjiajie,7.缆车(케이블카),2,导游,别怕，很安全的。你看下面的风景多美！,"무서워하지 마세요, 아주 안전합니다. 아래 경치 보세요, 얼마나 아름다워요!",bié pà ， hěn ān quán de 。 nǐ kàn xià miàn de fēng jǐng duō měi ！,"安全(ānquán,안전), 风景(fēngjǐng,경치)",,
zhangjiajie,7.缆车(케이블카),3,游人,哇，那些山峰就像一根根石柱。大概要坐多久？,"와, 저 봉우리들은 마치 하나하나의 돌기둥 같아요. 대략 얼마나 타야 하나요?",wa ， nà xiē shān fēng jiù xiàng yī gēn gēn shí zhù 。 dà gài yào zuò duō jiǔ ？,"石柱(shízhù,돌기둥)",,
zhangjiajie,7.缆车(케이블카),4,导游,全程大约20分钟。快到的时候我们会穿过那片云雾。,전구간 약 20분 정도입니다. 곧 도착할 때 저 구름을 통과하게 될 거예요.,quán chéng dà yuē 20 fēn zhōng 。 kuài dào de shí hòu wǒ men huì chuān guò nà piàn yún wù 。,"全程(quánchéng,전구간), 穿过(chuānguò,통과하다)",,
zhangjiajie,7.缆车(케이블카),5,游人,云雾里什么都看不见了，好神奇的感觉！,"구름 속에서는 아무것도 안 보이네요, 정말 신기한 느낌이에요!",yún wù lǐ shén me dōu kàn bú jiàn le ， hǎo shén qí de gǎn jué ！,"神奇(shénqí,신기하다)",,
zhangjiajie,7.缆车(케이블카),6,导游,出了云雾就到了，准备拍照吧！,"구름을 빠져나오면 도착합니다, 사진 찍을 준비하세요!",chū le yún wù jiù dào le ， zhǔn bèi pāi zhào ba ！,"准备(zhǔnbèi,준비하다)",,
zhangjiajie,8.纪念品(기념품),1,服务员,看看有什么喜欢的？我们有当地特产和手工艺品。,마음에 드는 것 있나요? 우리는 지역 특산물과 수공예품이 있습니다.,kàn kàn yǒu shén me xǐ huān de ？ wǒ men yǒu dāng dì tè chǎn hé shǒu gōng yì pǐn 。,"特产(tèchǎn,특산품), 手工艺品(shǒugōngyìpǐn,수공예품)",,
zhangjiajie,8.纪念品(기념품),2,游人,这些刺绣很漂亮，是什么图案？,"이 자수 정말 예쁘네요, 무슨 문양인가요?",zhè xiē cì xiù hěn piào liàng ， shì shén me tú àn ？,"刺绣(cìxiù,자수), 图案(túàn,문양)",,
zhangjiajie,8.纪念品(기념품),3,服务员,这是土家族的民族图案，象征吉祥如意。,"이것은 토가족의 민족 문양으로, 길상여의를 상징합니다.",zhè shì tǔ jiā zú de mín zú tú àn ， xiàng zhēng jí xiáng rú yì 。,"土家族(tǔjiāzú,토가족), 吉祥如意(jíxiángrúyì,길상여의)",,
zhangjiajie,8.纪念品(기념품),4,游人,多少钱一个？,한 개에 얼마인가요?,duō shǎo qián yí gè ？,"多少钱(duōshǎoqián,얼마)",,
zhangjiajie,8.纪念品(기념품),5,服务员,小的80元，大的150元。买三个可以打九折。,"작은 건 80위안, 큰 건 150위안입니다. 세 개 사시면 10% 할인해 드립니다.",xiǎo de 80 yuán ， dà de 150 yuán 。 mǎi sān gè kě yǐ dǎ jiǔ zhé 。,"打九折(dǎjiǔzhé,10%할인)",,
zhangjiajie,8.纪念品(기념품),6,游人,我要两个小的。可以微信支付吗？,작은 거 두 개 주세요. 위챗 페이 가능한가요?,wǒ yào liǎng gè xiǎo de 。 kě yǐ wēi xìn zhī fù ma ？,"微信支付(wēixìnzhīfù,위챗페이)",,
zhangjiajie,8.纪念品(기념품),7,服务员,可以，扫这个二维码就行。我给您包装好。,"네, 이 QR코드를 스캔하시면 됩니다. 포장해 드리겠습니다.",kě yǐ ， sǎo zhè ge èr wéi mǎ jiù xíng 。 wǒ gěi nín bāo zhuāng hǎo 。,"二维码(èrwéimǎ,QR코드), 包装(bāozhuāng,포장)",,
zhangjiajie,9.问路(길묻기),1,游人,不好意思，请问去黄石寨怎么走？,"실례합니다, 황석채에는 어떻게 가나요?",bù hǎo yì sī ， qǐng wèn qù huáng shí zhài zěn me zǒu ？,"黄石寨(huángshízhài,황석채), 怎么走(zěnmezǒu,어떻게가다)",,
zhangjiajie,9.问路(길묻기),2,导游,沿着这条路一直走，大约15分钟，看到指示牌左转。,"이 길을 따라 계속 가세요, 약 15분 정도 가시면 안내판이 보일 거예요, 거기서 좌회전하세요.",yán zhe zhè tiáo lù yì zhí zǒu ， dà yuē 15 fēn zhōng ， kàn dào zhǐ shì pái zuǒ zhuǎn 。,"指示牌(zhǐshìpái,안내판), 左转(zuǒzhuǎn,좌회전)",,
zhangjiajie,9.问路(길묻기),3,游人,需要坐车吗？还是步行就可以？,차를 타야 하나요? 아니면 걸어갈 수 있나요?,xū yào zuò chē ma ？ hái shì bù xíng jiù kě yǐ ？,"步行(bùxíng,걷다)",,
zhangjiajie,9.问路(길묻기),4,导游,步行就可以，不远。但是山路有点陡，小心一点。,"걸어가면 됩니다, 멀지 않아요. 하지만 산길이 좀 가파르니 조심하세요.",bù xíng jiù kě yǐ ， bù yuǎn 。 dàn shì shān lù yǒu diǎn dǒu ， xiǎo xīn yì diǎn 。,"山路(shānlù,산길), 陡(dǒu,가파르다)",,
zhangjiajie,9.问路(길묻기),5,游人,那里需要另外买门票吗？,거기는 따로 입장권을 사야 하나요?,nà lǐ xū yào lìng wài mǎi mén piào ma ？,"另外(lìngwài,따로)",,
zhangjiajie,9.问路(길묻기),6,导游,门票已经包含了黄石寨。但是里面的索道要另外收费。,입장권에 이미 황석채가 포함되어 있습니다. 하지만 안에 있는 케이블카는 별도 요금을 내야 합니다.,mén piào yǐ jīng bāo hán le huáng shí zhài 。 dàn shì lǐ miàn de suǒ dào yào lìng wài shōu fèi 。,"包含(bāohán,포함), 收费(shōufèi,요금)",,
zhangjiajie,9.问路(길묻기),7,游人,明白了，非常感谢！,"알겠습니다, 정말 감사합니다!",míng bái le ， fēi cháng gǎn xiè ！,"非常感谢(fēichánggǎnxiè,정말감사합니다)",,
elementary,1. 学生接送 (등하교),1,家长,老师您好，我来送孩子上学。,선생님 안녕하세요. 아이 등교시키러 왔어요.,lǎoshī nín hǎo, wǒ lái sòng háizi shàngxué,送=보내다 | 上学=등교,
elementary,1. 学生接送 (등하교),2,老师,早上好！小明今天很早啊。,안녕하세요! 소명이 오늘 일찍 왔네요.,zǎoshang hǎo! Xiǎomíng jīntiān hěn zǎo a,早=일찍,,
elementary,1. 学生接送 (등하교),3,家长,是的，今天几点放学？,네. 오늘 몇 시에 하교해요?,shì de, jīntiān jǐ diǎn fàngxué,放学=하교,
elementary,1. 学生接送 (등하교),4,老师,下午三点半放学。,오후 3시 반에 하교해요.,xiàwǔ sān diǎn bàn fàngxué,下午=오후,,
elementary,1. 学生接送 (등하교),5,家长,好的，我会准时来接他。,네. 제시간에 데리러 올게요.,hǎo de, wǒ huì zhǔnshí lái jiē tā,准时=정시에 | 接=데리러가다,
elementary,1. 学生接送 (등하교),6,老师,请在校门口等候。,교문 앞에서 기다려주세요.,qǐng zài xiàoménkǒu děnghòu,校门口=교문앞 | 等候=기다리다,,
elementary,2. 与班主任沟通 (담임상담),1,家长,老师，我想了解一下孩子的学习情况。,선생님. 아이 학습 상황을 알고 싶어요.,lǎoshī, wǒ xiǎng liǎojiě yīxià háizi de xuéxí qíngkuàng,了解=알다 | 学习=학습 | 情况=상황,
elementary,2. 与班主任沟通 (담임상담),2,老师,小明最近进步很大，特别是数学。,소명이가 요즘 많이 발전했어요. 특히 수학이요.,Xiǎomíng zuìjìn jìnbù hěn dà, tèbié shì shùxué,进步=발전 | 特别=특히 | 数学=수학,
elementary,2. 与班主任沟通 (담임상담),3,家长,那语文怎么样？,국어는 어때요?,nà yǔwén zěnmeyàng,语文=국어,,
elementary,2. 与班主任沟通 (담임상담),4,老师,语文还需要加强，建议多读课外书。,국어는 보강이 필요해요. 과외 독서를 많이 하세요.,yǔwén hái xūyào jiāqiáng, jiànyì duō dú kèwàishū,加强=보강 | 建议=권하다 | 课外书=과외도서,
elementary,2. 与班主任沟通 (담임상담),5,家长,好的，我会在家辅导他的。,네. 집에서 지도할게요.,hǎo de, wǒ huì zài jiā fǔdǎo tā de,辅导=지도하다,
elementary,2. 与班主任沟通 (담임상담),6,老师,有问题随时联系我。,문제 있으면 언제든 연락주세요.,yǒu wèntí suíshí liánxì wǒ,随时=언제든지 | 联系=연락하다,,
elementary,3. 请假 (결석신고),1,家长,老师您好，我是金小明的妈妈。,선생님 안녕하세요. 김소명 엄마입니다.,lǎoshī nín hǎo, wǒ shì Jīn Xiǎomíng de māma,妈妈=엄마,
elementary,3. 请假 (결석신고),2,老师,您好，有什么事吗？,안녕하세요. 무슨 일이세요?,nín hǎo, yǒu shénme shì ma,事=일,
elementary,3. 请假 (결석신고),3,家长,孩子今天发烧了，想请一天假。,아이가 오늘 열이 나서 하루 결석하려고요.,háizi jīntiān fāshāo le, xiǎng qǐng yī tiān jià,发烧=발열 | 请假=휴가내다,
elementary,3. 请假 (결석신고),4,老师,好的，让孩子好好休息。,알겠어요. 아이 푹 쉬게 하세요.,hǎo de, ràng háizi hǎohāo xiūxi,休息=쉬다,
elementary,3. 请假 (결석신고),5,家长,今天的作业怎么办？,오늘 숙제는 어떻게 해요?,jīntiān de zuòyè zěnme bàn,作业=숙제,,
elementary,3. 请假 (결석신고),6,老师,我会让同学把作业带给他。,친구한테 숙제 전달하게 할게요.,wǒ huì ràng tóngxué bǎ zuòyè dài gěi tā,同学=친구/동급생 | 带=가져가다,,
elementary,4. 食堂用餐 (급식),1,食堂阿姨,小朋友，今天想吃什么？,꼬마야. 오늘 뭐 먹을래?,xiǎopéngyou, jīntiān xiǎng chī shénme,小朋友=꼬마,
elementary,4. 食堂用餐 (급식),2,学生,阿姨，我想要鸡腿和米饭。,이모. 닭다리랑 밥 주세요.,āyí, wǒ xiǎng yào jītuǐ hé mǐfàn,阿姨=이모 | 鸡腿=닭다리,
elementary,4. 食堂用餐 (급식),3,食堂阿姨,要不要汤？,국 줄까?,yào bu yào tāng,汤=국,,
elementary,4. 食堂用餐 (급식),4,学生,要的，谢谢阿姨。,네. 감사합니다 이모.,yào de, xièxie āyí,谢谢=감사합니다,
elementary,4. 食堂用餐 (급식),5,食堂阿姨,慢慢吃，不要浪费。,천천히 먹어. 남기지 마.,mànman chī, búyào làngfèi,浪费=낭비하다,
elementary,4. 食堂用餐 (급식),6,学生,好的，我会吃干净的。,네. 다 먹을게요.,hǎo de, wǒ huì chī gānjìng de,干净=깨끗이,
elementary,5. 课堂提问 (수업질문),1,学生,老师，这道题我不会。,선생님. 이 문제 모르겠어요.,lǎoshī, zhè dào tí wǒ bú huì,题=문제,
elementary,5. 课堂提问 (수업질문),2,老师,没关系，我来教你。,괜찮아. 내가 가르쳐줄게.,méi guānxi, wǒ lái jiāo nǐ,教=가르치다,
elementary,5. 课堂提问 (수업질문),3,学生,谢谢老师。,감사합니다 선생님.,xièxie lǎoshī,,,
elementary,5. 课堂提问 (수업질문),4,老师,你看，先算括号里的。,봐. 먼저 괄호 안을 계산해.,nǐ kàn, xiān suàn kuòhào lǐ de,算=계산하다 | 括号=괄호,
elementary,5. 课堂提问 (수업질문),5,学生,哦，我明白了！,아. 알겠어요!,ó, wǒ míngbai le,明白=이해하다,
elementary,5. 课堂提问 (수업질문),6,老师,很好，有问题随时问。,좋아. 질문 있으면 언제든 물어봐.,hěn hǎo, yǒu wèntí suíshí wèn,问=묻다,
elementary,6. 运动会 (운동회),1,家长,请问运动会几点开始？,실례지만 운동회 몇 시에 시작해요?,qǐngwèn yùndònghuì jǐ diǎn kāishǐ,运动会=운동회 | 开始=시작하다,,
elementary,6. 运动会 (운동회),2,老师,上午九点开始，欢迎家长观看。,오전 9시에 시작하고. 학부모님들 관람 환영해요.,shàngwǔ jiǔ diǎn kāishǐ, huānyíng jiāzhǎng guānkàn,欢迎=환영 | 家长=학부모 | 观看=관람,
elementary,6. 运动会 (운동회),3,家长,家长可以在哪里坐？,학부모는 어디에 앉아요?,jiāzhǎng kěyǐ zài nǎlǐ zuò,坐=앉다,,
elementary,6. 运动会 (운동회),4,老师,家长区在操场西边。,학부모석은 운동장 서쪽이에요.,jiāzhǎng qū zài cāochǎng xībiān,操场=운동장 | 西边=서쪽,,
elementary,6. 运动会 (운동회),5,家长,我的孩子参加什么项目？,제 아이는 어떤 종목에 참가해요?,wǒ de háizi cānjiā shénme xiàngmù,参加=참가 | 项目=종목,,
elementary,6. 运动会 (운동회),6,老师,小明参加100米跑和接力赛。,소명이는 100미터 달리기와 계주에 참가해요.,Xiǎomíng cānjiā yībǎi mǐ pǎo hé jiēlìsài,跑=달리기 | 接力赛=계주,,
highschool,1. 新生报到 (신입생등록),1,学生,老师您好，我是新生，来报到的。,선생님 안녕하세요. 신입생인데 등록하러 왔어요.,lǎoshī nín hǎo, wǒ shì xīnshēng, lái bàodào de,新生=신입생 | 报到=등록
highschool,1. 新生报到 (신입생등록),2,老师,欢迎！请出示录取通知书。,환영해요! 입학통지서 보여주세요.,huānyíng! qǐng chūshì lùqǔ tōngzhīshū,录取通知书=입학통지서,,
highschool,1. 新生报到 (신입생등록),3,学生,给您。我分到哪个班？,여기요. 어느 반이에요?,gěi nín. wǒ fēn dào nǎge bān,分=배정하다 | 班=반,,
highschool,1. 新生报到 (신입생등록),4,老师,你在高一三班，班主任是李老师。,고1 3반이야. 담임은 이 선생님이야.,nǐ zài gāo yī sān bān, bānzhǔrèn shì Lǐ lǎoshī,高一=고1 | 班主任=담임,
highschool,1. 新生报到 (신입생등록),5,学生,教室在哪里？,교실은 어디예요?,jiàoshì zài nǎlǐ,教室=교실,,
highschool,1. 新生报到 (신입생등록),6,老师,三楼右转第二间。,3층 우회전해서 두 번째 교실이야.,sān lóu yòu zhuǎn dì èr jiān,楼=층 | 右转=우회전,,
highschool,2. 课堂学习 (수업),1,老师,同学们，今天我们学习第三课。,여러분. 오늘 3과를 배울 거예요.,tóngxuémen, jīntiān wǒmen xuéxí dì sān kè,课=과,
highschool,2. 课堂学习 (수업),2,学生,老师，这个公式能再讲一遍吗？,선생님. 이 공식 한 번 더 설명해주실 수 있나요?,lǎoshī, zhège gōngshì néng zài jiǎng yī biàn ma,公式=공식 | 讲=설명하다,
highschool,2. 课堂学习 (수업),3,老师,好的，大家注意看黑板。,좋아요. 다들 칠판 봐요.,hǎo de, dàjiā zhùyì kàn hēibǎn,注意=주목 | 黑板=칠판,
highschool,2. 课堂学习 (수업),4,老师,这个公式是用来计算速度的。,이 공식은 속도를 계산하는 데 쓰는 거예요.,zhège gōngshì shì yònglái jìsuàn sùdù de,计算=계산 | 速度=속도,,
highschool,2. 课堂学习 (수업),5,学生,老师，有例题吗？,선생님. 예제가 있나요?,lǎoshī, yǒu lìtí ma,例题=예제,
highschool,2. 课堂学习 (수업),6,老师,翻到课本第45页。,교과서 45페이지 펴봐요.,fān dào kèběn dì sìshíwǔ yè,课本=교과서 | 页=페이지,,
highschool,3. 同学交流 (친구대화),1,学生A,你是哪国人？,너 어느 나라 사람이야?,nǐ shì nǎ guó rén,国=나라,,
highschool,3. 同学交流 (친구대화),2,学生B,我是韩国人。你呢？,나는 한국 사람이야. 너는?,wǒ shì Hánguó rén. nǐ ne,韩国=한국,,
